product_id,title,sub_title,price,market_price,city_name,category,rating,review_count,booking_status,deep_link,sold_out
86431,경복궁 해와달 한복 대여,전통의상 체험 • 서울,HK$ 61,,서울,전통의상 체험,4.6,이용후기 378건,8K+ 명의 선택,https://www.klook.com/ko/activity/86431-hanbok-rental-hae-and-dal-seoul/,0
102000920,AirAsia 하이록스 서울,이벤트 & 공연 • 경기도,"HK$ 4,958",,경기도,이벤트 & 공연,,,신규 액티비티,https://www.klook.com/ko/event-detail/102000920-hyroxseoul/,0
31216,여용국 한방 스파 트리트먼트,스파 • 서울,HK$ 553,,서울,스파,4.7,이용후기 259건,3K+ 명의 선택,https://www.klook.com/ko/activity/31216-yeo-yong-guk-spa-packages-seoul/,0
149745,"서울 사우나, 때밀이 & 마사지 체험",스파 • 서울,HK$ 355,,서울,스파,4.8,이용후기 52건,300+ 명의 선택,https://www.klook.com/ko/activity/149745-sauna-body-scrub-massage-experience-in-seoul/,0
176367,유기농 헤드 스파 & 한국 전통 마사지,스파 • 서울,"HK$ 1,001",,서울,스파,4.6,이용후기 5건,50+ 명의 선택,https://www.klook.com/ko/activity/176367-organic-head-spa-korean-traditional-body-massage/,0
2461,오휘&후스파 명동,스파 • 서울,HK$ 508,,서울,스파,4.6,이용후기 998건,10K+ 명의 선택,https://www.klook.com/ko/activity/2461-whoo-spa-nonhyeon-seoul/,0
143539,서울 아르케 스파: K-프리미엄 웰니스 & 에스테틱 경험,스파 • 서울,HK$ 335,,서울,스파,5.0,이용후기 41건,400+ 명의 선택,https://www.klook.com/ko/activity/143539-areuke-spa-premium-wellness-aesthetic-experience-in-seoul/,0
186224,시그니처 헤드 스파 & 바디 마사지 테라피,스파 • 서울,HK$ 676,,서울,스파,5.0,이용후기 5건,,https://www.klook.com/ko/activity/186224-korean-style-massage-scalp-spa-experience-in-gangnam-seoul/,0
68226,하남 아쿠아필드 찜질스파 & 워터파크 이용권,스파 • 경기도,HK$ 109,,경기도,스파,4.6,이용후기 39건,2K+ 명의 선택,https://www.klook.com/ko/activity/68226-aqua-field-spa-hanam/,0
170707,서울 잠실 온휴 스파 - 프리미엄 피부 & 바디 케어,스파 • 서울,HK$ 521,,서울,스파,,,,https://www.klook.com/ko/activity/170707-seoul-jamsil-onhue-spa-premium-skin-body-experience/,0
217569,5G eSIM 아시아,유심 & 와이파이 • 캄보디아,HK$ 6,,캄보디아,유심 & 와이파이,4.1,이용후기 12건,3K+ 명의 선택,https://www.klook.com/ko/activity/217569-5g-esim-asia/,0
188475,서울 경복궁 한복 대여 체험 '궁여우 한복',전통의상 체험 • 서울,HK$ 51,,서울,전통의상 체험,4.8,이용후기 39건,800+ 명의 선택,https://www.klook.com/ko/activity/188475-seoul-gyeongbokgung-hanbok-rental-experience-palace-fox-hanbok/,0
178794,인코리아 한복 | 엘리트 한복 & 전문 스냅사진,전통의상 체험 • 서울,HK$ 91,,서울,전통의상 체험,4.9,이용후기 169건,1K+ 명의 선택,https://www.klook.com/ko/activity/178794-seoul-gyeongbokgung-hanbok-rental-experience/,0
17863,"경복궁 한복 대여, 메이크업 및 스냅 촬영",전통의상 체험 • 서울,HK$ 222,,서울,전통의상 체험,4.3,이용후기 318건,6K+ 명의 선택,https://www.klook.com/ko/activity/17863-hanbok-photoshoot-hanboknam-seoul/,0
168236,[나예한복] 경복궁 한복 대여 & 궁궐 스냅 촬영,전통의상 체험 • 서울,HK$ 127,,서울,전통의상 체험,4.9,이용후기 74건,1K+ 명의 선택,https://www.klook.com/ko/activity/168236-nayehanbok-clean-beautiful-hanbok-photoshoot-in-gyeongbokgung/,0
95039,대한민국 고속버스 티켓,버스 • 서울,HK$ 51,HK$ 76,서울,버스,4.8,이용후기 4.7K+건,300K+ 명의 선택,https://www.klook.com/ko/activity/95039-korea-intercity-express-bus/,0
111262,서울 경복궁 한복 대여,전통의상 체험 • 서울,HK$ 35,,서울,전통의상 체험,4.2,이용후기 127건,4K+ 명의 선택,https://www.klook.com/ko/activity/111262-hanbok-rental-in-seoul-gyeongbokgung/,0
120490,북촌 한복남 한복 대여 & 사진 촬영,전통의상 체험 • 서울,HK$ 96,,서울,전통의상 체험,4.8,이용후기 110건,2K+ 명의 선택,https://www.klook.com/ko/activity/120490-bukchon-hanbok-rental-experience-at-hanboknam/,0
198075,서울 힐링 아로마 마사지,스파 • 서울,HK$ 254,,서울,스파,5.0,이용후기 2건,,https://www.klook.com/ko/activity/198075-relaxing-healing-massages-in-seoul/,0
111391,서울 경복궁 한복 대여 및 헤어스타일링,전통의상 체험 • 서울,HK$ 76,,서울,전통의상 체험,4.9,이용후기 800건,7K+ 명의 선택,https://www.klook.com/ko/activity/111391-hanbok-experience-at-gyeongbokgung-with-korean-hairstyling/,0
29780,"서울 경복궁, 한옥마을, 광장 투어",일일 투어 • 서울,HK$ 233,,서울,일일 투어,4.9,이용후기 1.8K+건,10K+ 명의 선택,https://www.klook.com/ko/activity/29780-northern-seoul-tour/,0
111774,서울시티투어버스 야경코스,시티투어 버스 • 서울,HK$ 127,HK$ 137,서울,시티투어 버스,4.1,이용후기 981건,40K+ 명의 선택,https://www.klook.com/ko/activity/111774-seoul-city-tour-bus-night-view-course/,0
32697,서울에서 즐기는 한국식 사우나 및 마사지 체험,스파 • 서울,HK$ 710,,서울,스파,,,100+ 명의 선택,https://www.klook.com/ko/activity/32697-korean-local-sauna-massage-experience-seoul/,0
24844,경복궁 한복 대여 (서화한복),전통의상 체험 • 서울,HK$ 120,,서울,전통의상 체험,4.5,이용후기 1.0K+건,20K+ 명의 선택,https://www.klook.com/ko/activity/24844-seohwa-hanbok-rental-gyeongbokgung-seoul/,0
8021,한복남 한복 대여 서비스 (창덕궁점),전통의상 체험 • 서울,HK$ 41,,서울,전통의상 체험,4.6,이용후기 901건,10K+ 명의 선택,https://www.klook.com/ko/activity/8021-hanbok-rental-voucher-at-changdeokgung-store-in-hanboknam-seoul/,0
182802,서울 한국 샤머니즘 반나절 가이드 투어,하이킹 • 서울 출발,HK$ 203,,서울,하이킹,5.0,이용후기 11건,50+ 명의 선택,https://www.klook.com/ko/activity/182802-inwangsan-mountain-half-day-guided-spiritual-experience/,0
901,[원데이 한복] 서울 경복궁 한복 대여 체험,전통의상 체험 • 서울,HK$ 101,,서울,전통의상 체험,4.6,이용후기 4.7K+건,70K+ 명의 선택,https://www.klook.com/ko/activity/901-hanbok-rental-experience-seoul/,0
83770,도쿄 긴자 롯데 면세점 무료 쿠폰,쇼핑 • 도쿄,할인 쿠폰,,도쿄,쇼핑,4.7,이용후기 179건,9K+ 명의 선택,https://www.klook.com/ko/activity/83770-tokyo-ginza-lotte-dutyfree-tokyo/,0
240,서울 난타 공연 티켓,이벤트 & 공연 • 서울,HK$ 157,,서울,이벤트 & 공연,4.8,이용후기 13.5K+건,200K+ 명의 선택,https://www.klook.com/ko/activity/240-nanta-show-seoul/,0
87163,서울 시티투어 버스 (도심고궁남산 코스),시티투어 버스 • 서울,HK$ 135,HK$ 152,서울,시티투어 버스,4.5,이용후기 929건,50K+ 명의 선택,https://www.klook.com/ko/activity/87163-seoul-city-tour-bus-seoul-trip-center-palaces-course-hop-on-hop-off-bus-tour-seoul/,0
67685,고양 아쿠아필드 찜질스파 & 루프탑풀 이용권,스파 • 경기도,HK$ 109,,경기도,스파,4.7,이용후기 39건,2K+ 명의 선택,https://www.klook.com/ko/activity/67685-aqua-field-spa-goyang/,0
82968,부산 - 오사카 선박 + 호텔 4박/5박/6박/7박 (팬스타미라클),관광 크루즈 • 부산 출발,"HK$ 2,205",,부산,관광 크루즈,4.5,이용후기 10건,1K+ 명의 선택,https://www.klook.com/ko/activity/82968-busan-osaka-cruise-ticket/,0
20866,도로시 한복의 경복궁 근처 한복 대여,전통의상 체험 • 서울,HK$ 74,,서울,전통의상 체험,4.8,이용후기 1.5K+건,20K+ 명의 선택,https://www.klook.com/ko/activity/20866-hanbok-rental-chagdeok-palace-dorothy-seoul/,0
102000948,S2O Korea Songkran Music Festival 2026,이벤트 & 공연 • 경기도,HK$ 760,,경기도,이벤트 & 공연,,,신규 액티비티,https://www.klook.com/ko/event-detail/102000948-s2okorea2026/,0
18436,롯데월드 이화교복 교복 대여,전통의상 체험 • 서울,HK$ 97,,서울,전통의상 체험,4.6,이용후기 1.1K+건,40K+ 명의 선택,https://www.klook.com/ko/activity/18436-ehwa-uniform-rental-seoul/,0
20792,한복 대여 & 사진 촬영 체험 (그날 그 한복),전통의상 체험 • 서울,HK$ 76,,서울,전통의상 체험,4.6,이용후기 2.5K+건,40K+ 명의 선택,https://www.klook.com/ko/activity/20792-hanbok-rental-photo-shoot-experience-seoul/,0
220114,63 스카이피크닉 입장권,어트랙션 패스 • 서울,HK$ 105,HK$ 117,서울,어트랙션 패스,,,신규 액티비티,https://www.klook.com/ko/activity/220114-63-sky-picnic-ticket-dm/,0
70044,부산투어패스 부산여행 프리패스권,어트랙션 패스 • 부산,HK$ 152,,부산,어트랙션 패스,4.8,이용후기 21건,800+ 명의 선택,https://www.klook.com/ko/activity/70044-busantourpass-busan/,0
158928,파크하비오 워터킹덤 워터파크 & 찜질스파 입장권,워터파크 • 서울,HK$ 81,HK$ 91,서울,워터파크,,,100+ 명의 선택,https://www.klook.com/ko/activity/158928-water-kingdom-ticket/,0
106414,한국 4G/5G eSIM 카드 고속 인터넷 접속 (구매하고 QR 코드 받으세요),유심 & 와이파이 • 대한민국,HK$ 10,HK$ 23,대한민국,유심 & 와이파이,4.3,이용후기 592건,10K+ 명의 선택,https://www.klook.com/ko/activity/106414-klook-kr-esim/,0
142855,"강릉 짐 배송 서비스: 강릉 KTX역, 호텔 및 골프 리조트에서/까지",여행 서비스 • 강원,HK$ 61,,강원,여행 서비스,,,,https://www.klook.com/ko/activity/142855-gangneung-luggage-delivery-service-from-to-gangneung-ktx-station-hotels-and-golf-resort/,0
141969,호텔 간 수하물 배송 서비스,여행 서비스 • 서울,HK$ 127,HK$ 152,서울,여행 서비스,4.8,이용후기 189건,3K+ 명의 선택,https://www.klook.com/ko/activity/141969-hotel-to-hotel-luggage-delivery-service/,0
176162,서울 사찰 음식 쿠킹 클래스,쿠킹 클래스 • 서울,HK$ 127,,서울,쿠킹 클래스,4.7,이용후기 10건,100+ 명의 선택,https://www.klook.com/ko/activity/176162-seoul-korean-temple-food-cooking-class/,0
192856,인천 국제공항 마티나 골드 라운지 (ICN T2),여행 서비스 • 인천,HK$ 245,HK$ 390,인천,여행 서비스,4.6,이용후기 30건,1K+ 명의 선택,https://www.klook.com/ko/activity/192856-incheon-international-airport/,0
103655,[경북] 안동투어패스,어트랙션 패스 • 안동,HK$ 55,,안동,어트랙션 패스,,,,https://www.klook.com/ko/activity/103655-andong-tour-pass/,0
68230,안성 아쿠아필드 찜질스파 & 워터파크 이용권,스파 • 경기도,HK$ 109,,경기도,스파,5.0,이용후기 4건,300+ 명의 선택,https://www.klook.com/ko/activity/68230-aqua-field-spa-hanam-anseong/,0
52976,설악워터피아 이용권,워터파크 • 강원,HK$ 132,HK$ 213,강원,워터파크,4.4,이용후기 27건,2K+ 명의 선택,https://www.klook.com/ko/activity/52976-seorak-waterpia-ticket-gangwon-do/,0
98834,[전남] 여수투어패스,어트랙션 패스 • 여수,HK$ 60,,여수,어트랙션 패스,3.7,이용후기 6건,300+ 명의 선택,https://www.klook.com/ko/activity/98834-yeosu-tour-pass/,0
167340,의정부 아일랜드캐슬 워터파크 이용권,워터파크 • 경기도,HK$ 46,HK$ 81,경기도,워터파크,,,200+ 명의 선택,https://www.klook.com/ko/activity/167340-island-castle-waterpark-ticket/,0
151715,삼척 쏠비치 오션플레이 종일권,워터파크 • 강원,HK$ 203,HK$ 299,강원,워터파크,,,50+ 명의 선택,https://www.klook.com/ko/activity/151715-samcheok-sol-beach-ocean-play-all-day-pass/,0
142742,"제주 수하물 배송 서비스: 제주국제공항, 호텔 및 골프 리조트",여행 서비스 • 제주도,HK$ 101,,제주도,여행 서비스,5.0,이용후기 25건,700+ 명의 선택,https://www.klook.com/ko/activity/142742-jeju-luggage-delivery-service/,0
135156,.NOTE에서 나만의 향수 만들기 (홍대),원데이 클래스 • 서울,HK$ 248,,서울,원데이 클래스,5.0,이용후기 799건,4K+ 명의 선택,https://www.klook.com/ko/activity/135156-hongdae-private-self-perfume-making-class-by-note/,0
85591,대한민국 서울 잠실 본점 교복대여 롯데월드,전통의상 체험 • 서울,HK$ 96,,서울,전통의상 체험,4.6,이용후기 144건,7K+ 명의 선택,https://www.klook.com/ko/activity/85591-school-uniform-rental/,0
95978,부산 클럽디 오아시스 스파 & 워터파크 이용권,워터파크 • 부산,HK$ 91,HK$ 167,부산,워터파크,4.3,이용후기 7건,1K+ 명의 선택,https://www.klook.com/ko/activity/95978-clubd-oasis-spa-waterpark-busan/,0
188147,제주 한라산 하이킹 체험 - 대한민국 최고봉,클라이밍 • 제주도,HK$ 951,,제주도,클라이밍,,,,https://www.klook.com/ko/activity/188147-jeju-mount-hallasan-hiking-experience-south-korea-s-highest-peak/,0
694,제주특별자치도 렌터카 | 다양한 차종 보유,렌터카 • 제주도,HK$ 394,HK$ 605,제주도,렌터카,,,10K+ 명의 선택,https://www.klook.com/ko/car-rentals/results/?pick=Jeju%20International%20Airport&drop=Jeju%20International%20Airport&diffLoc=false&pDate=2026-06-28%2010%3A00&dDate=2026-07-01%2010%3A00&age=30&lat=33.51131&long=126.49303&dLat=33.51131&dLong=126.49303&code=KR&dCode=KR&iata=CJU&dIata=CJU,0
1163,인천국제공항 공항철도 AREX 편도 티켓,공항 철도 & 버스 • 인천 (서울 출발),HK$ 61,HK$ 66,인천,공항 철도 & 버스,4.8,이용후기 81.0K+건,2M+ 명의 선택,https://www.klook.com/ko/activity/1163-airport-to-seoul-city-center-arex-train-incheon/,0
62213,대구 이월드 자유이용권,테마파크 • 대구,HK$ 177,HK$ 248,대구,테마파크,4.7,이용후기 32건,5K+ 명의 선택,https://www.klook.com/ko/activity/62213-eworld-ticket-daegu/,0
44521,인천 파라다이스시티 씨메르 아쿠아스파 & 찜질스파 이용권,스파 • 인천,HK$ 183,,인천,스파,4.8,이용후기 29건,3K+ 명의 선택,https://www.klook.com/ko/activity/44521-ticket-cimer-aqua-spa-incheon/,0
50472,파라다이스 스파 도고 이용권,워터파크 • 아산시,HK$ 186,HK$ 228,아산시,워터파크,4.7,이용후기 15건,400+ 명의 선택,https://www.klook.com/ko/activity/50472-paradise-spa-dogo-asan/,0
72100,[무료 티머니] 대한민국 무제한 데이터 유심 (LG U+),유심 & 와이파이 • 대한민국,HK$ 28,,대한민국,유심 & 와이파이,4.8,이용후기 4.3K+건,80K+ 명의 선택,https://www.klook.com/ko/activity/72100-south-korea-4g-unlimited-data-sim-lguplus/,0
128530,인천 국제공항 라운지 이용권,여행 서비스 • 인천,HK$ 185,HK$ 223,인천,여행 서비스,4.4,이용후기 135건,6K+ 명의 선택,https://www.klook.com/ko/activity/128530-incheon-international-airport-lounge-pass-terminal-1/,0
75567,해외여행보험,보험 • 마카오,HK$ 11.3,,마카오,보험,4.8,이용후기 1.0K+건,50K+ 명의 선택,https://www.klook.com/ko/insurance/klook-protect/products/detail/10-travelcare-for-korean-residents-only,0
6488,[클룩 단독 특가] 런닝맨 서울 티켓,키즈 어트랙션 • 서울,매진,,서울,키즈 어트랙션,4.8,이용후기 5.3K+건,70K+ 명의 선택,https://www.klook.com/ko/activity/6488-running-man-thematic-experience-center-ticket-seoul/,1
209339,서울 한강 요트 크루즈 (여의도),프라이빗 보트투어 • 서울,HK$ 135,,서울,프라이빗 보트투어,,,신규 액티비티,https://www.klook.com/ko/activity/209339-premier-yacht-cruise-on-seoul-han-river-yeouido/,0
145755,[ICN/GMP - 서울] 짐 배달 및 보관 서비스 | T-PASS,여행 서비스 • 서울,HK$ 228,,서울,여행 서비스,,,50+ 명의 선택,https://www.klook.com/ko/activity/145755-icn-gmp-seoul-luggage-delivery-storage-service-t-pass/,0
56765,강원 정선 하이원 리조트 워터월드 이용권,워터파크 • 강원,HK$ 146,HK$ 324,강원,워터파크,4.8,이용후기 18건,1K+ 명의 선택,https://www.klook.com/ko/activity/56765-highone-water-world-admission-early-bird-jeongseon/,0
195020,강릉 호텔탑스텐 금진온천 & 아쿠아파크 입장권,어트랙션 패스 • 강원,HK$ 73,HK$ 81,강원,어트랙션 패스,,,,https://www.klook.com/ko/activity/195020-gangneung-hotel-tops-10-hot-spring-aqua-park-pass/,0
45338,서울 롯데월드 자유이용권 (롯데월드 종일권 + After4 종합이용권),테마파크 • 서울,HK$ 195,HK$ 279,서울,테마파크,4.8,이용후기 2.1K+건,100K+ 명의 선택,https://www.klook.com/ko/activity/45338-lotte-world-ticket-seoul/,0
92564,후쿠오카 - 부산 편도 페리 티켓 by New Camellia Line,페리 • 후쿠오카 (후쿠오카 출발),HK$ 359,,후쿠오카,페리,4.5,이용후기 529건,20K+ 명의 선택,https://www.klook.com/ko/activity/92564-camellia-line-fukuoka-busan/,0
50940,영롱한 자개소반 미니어처 만들기,원데이 클래스 • 서울,HK$ 76,,서울,원데이 클래스,4.9,이용후기 55건,700+ 명의 선택,https://www.klook.com/ko/activity/50940-seoul-korean-miniature-table-diy-workshop-ot-sek-bit-kal/,0
182084,서울숲 한국 전통 노리개 매듭 키링 만들기 워크숍,원데이 클래스 • 서울,HK$ 324,,서울,원데이 클래스,5.0,이용후기 50건,100+ 명의 선택,https://www.klook.com/ko/activity/182084-korean-norigae-knot-keychain-making-workshop-in-seoul-forest/,0
186490,전통 한과 반나절 쿠킹 클래스,푸드 투어 • 서울,HK$ 88,,서울,푸드 투어,,,,https://www.klook.com/ko/activity/186490-seoul-cheongnyangni-market-half-day-private-food-tour/,0
142821,"경주 수하물 배송 서비스: 경주 KTX역, 호텔 및 골프 리조트에서/까지",여행 서비스 • 경주,HK$ 61,,경주,여행 서비스,,,,https://www.klook.com/ko/activity/142821-gyeongju-luggage-delivery-service/,0
146906,연남동에서 즐기는 한국 전통 쿠키 만들기 클래스,원데이 클래스 • 서울,HK$ 432,,서울,원데이 클래스,5.0,이용후기 20건,50+ 명의 선택,https://www.klook.com/ko/activity/146906-korean-cookie-class-a-blend-of-tradition-trend-in-yeonnam-dong/,0
35301,한국 무제한 데이터 4G WiFi (한국공항 수령/SKT),유심 & 와이파이 • 대한민국,HK$ 16,,대한민국,유심 & 와이파이,4.7,이용후기 2.8K+건,30K+ 명의 선택,https://www.klook.com/ko/activity/35301-4g-wifi-south-korea-sk-telecom/,0
148279,서울 중구 투어패스,어트랙션 패스 • 서울,HK$ 50,,서울,어트랙션 패스,,,50+ 명의 선택,https://www.klook.com/ko/activity/148279-seoul-jung-gu-tour-pass/,0
44902,캐치! 티니핑 ❤️ 파라다이스시티 원더박스 자유이용권 (5-6월),테마파크 • 인천,HK$ 121,HK$ 142,인천,테마파크,4.9,이용후기 19건,3K+ 명의 선택,https://www.klook.com/ko/activity/44902-paradise-city-theme-park-wonderbox-ticket-incheon/,0
184063,스트레이 키즈가 직접 은반지를 만든 곳.,원데이 클래스 • 서울,HK$ 254,,서울,원데이 클래스,4.8,이용후기 12건,100+ 명의 선택,https://www.klook.com/ko/activity/184063-seoul-gangnam-silver-ring-making-experience/,0
100290,제주 요가 원데이 클래스,피트니스 • 제주도,HK$ 248,,제주도,피트니스,5.0,이용후기 3건,,https://www.klook.com/ko/activity/100290-jeju-yoga/,0
238,서울 뮤지컬 점프 JUMP 티켓,이벤트 & 공연 • 서울,HK$ 177,HK$ 254,서울,이벤트 & 공연,4.7,이용후기 1.2K+건,20K+ 명의 선택,https://www.klook.com/ko/activity/238-jump-show-seoul/,0
5825,김해공항 수하물 배송 서비스 (LuggAgent),여행 서비스 • 부산,HK$ 176,,부산,여행 서비스,4.6,이용후기 133건,1K+ 명의 선택,https://www.klook.com/ko/activity/5825-airport-luggage-services-busan/,0
111353,단양 패러글라이딩 체험 더쎈,패러글라이딩 • 단양군,HK$ 454,,단양군,패러글라이딩,4.9,이용후기 16건,200+ 명의 선택,https://www.klook.com/ko/activity/111353-danyang-thessen-paragliding-2-seater-experience-ticket/,0
87207,[제주] 베니스랜드 이용권,테마파크 • 서귀포,HK$ 91,,서귀포,테마파크,,,,https://www.klook.com/ko/activity/87207-venice-land-admission-jeju/,0
119079,[제주] 서귀포잠수함,어트랙션 패스 • 서귀포,HK$ 284,,서귀포,어트랙션 패스,,,100+ 명의 선택,https://www.klook.com/ko/activity/119079-jeju-seogwipo-submarine/,0
143531,나만의 수제 막걸리 만들기 체험,원데이 클래스 • 서울,HK$ 539,,서울,원데이 클래스,5.0,이용후기 4건,50+ 명의 선택,https://www.klook.com/ko/activity/143531-make-your-makgeolli-experience/,0
162462,한글 서예 원데이 수업,원데이 클래스 • 서울,HK$ 406,,서울,원데이 클래스,5.0,이용후기 14건,50+ 명의 선택,https://www.klook.com/ko/activity/162462-korean-calligraphy-class-in-seoul/,0
198664,서울 전통 공예 수업 - 나전칠기 자개 ,원데이 클래스 • 서울,HK$ 142,,서울,원데이 클래스,5.0,이용후기 5건,,https://www.klook.com/ko/activity/198664-seoul-traditional-korean-craft-class-najeonchilgi-mother-of-pearl/,0
170426,서울 은반지 만들기 클래스,원데이 클래스 • 서울,HK$ 237,,서울,원데이 클래스,5.0,이용후기 9건,100+ 명의 선택,https://www.klook.com/ko/activity/170426-silver-ring-making-class/,0
148876,한옥 김치 쿠킹 클래스 (김치 기부 포함),쿠킹 클래스 • 서울,HK$ 431,,서울,쿠킹 클래스,5.0,이용후기 25건,200+ 명의 선택,https://www.klook.com/ko/activity/148876-kimchi-making-cooking-class-in-traditional-hanok-courtyard/,0
187162,서울 나만의 주얼리 만들기 액티비티 & 체험,원데이 클래스 • 서울,HK$ 380,,서울,원데이 클래스,4.9,이용후기 23건,50+ 명의 선택,https://www.klook.com/ko/activity/187162-seoul-handmade-silver-ring-workshop-experience-korean-tradition/,0
178318,서울 단기 헬스장 이용권 — 유연 이용권,피트니스 • 서울,HK$ 112,,서울,피트니스,5.0,이용후기 4건,,https://www.klook.com/ko/activity/178318-seoul-short-term-gym-pass/,0
148052,서울 한방차 액티비티 & 체험 (약사와 함께),원데이 클래스 • 서울,HK$ 487,,서울,원데이 클래스,5.0,이용후기 19건,100+ 명의 선택,https://www.klook.com/ko/activity/148052-korean-herbal-medicine-class-tea-skincare-with-a-pharmacist/,0
59695,부산 광안리 서프마린 서핑&패들보드 체험,패들보드 • 부산,HK$ 177,,부산,패들보드,4.9,이용후기 33건,700+ 명의 선택,https://www.klook.com/ko/activity/59695-Surf-Marine-Paddle-Board-Experience-Busan/,0
142589,"부산 수하물 배송 서비스: 부산역, 김해공항, 부산항 국제여객터미널 및 호텔",여행 서비스 • 부산,HK$ 127,,부산,여행 서비스,4.9,이용후기 95건,2K+ 명의 선택,https://www.klook.com/ko/activity/142589-busan-luggage-delivery-service/,0
112367,K-FOOD 쿠킹 클래스 l 대표적인 한식을 직접 만들어 보세요,쿠킹 클래스 • 서울,HK$ 507,,서울,쿠킹 클래스,5.0,이용후기 21건,100+ 명의 선택,https://www.klook.com/ko/activity/112367-k-food-cooking-class-l-make-representative-korean-dishes-by-yourself/,0
96156,경기 용인 에버랜드 종일이용권,테마파크 • 경기도,HK$ 228,HK$ 314,경기도,테마파크,4.9,이용후기 3.7K+건,200K+ 명의 선택,https://www.klook.com/ko/activity/96156-everland-ticket-gyeonggi-yongin/,0
202905,명동 K-POP 댄스 클래스 (서울),원데이 클래스 • 서울,HK$ 338,,서울,원데이 클래스,5.0,이용후기 11건,100+ 명의 선택,https://www.klook.com/ko/activity/202905-best-kpop-dance-class-in-myeongdong-seoul-photos-video/,0
110657,부산-서울 고속버스 티켓,버스 • 부산,HK$ 201,,부산,버스,,,,https://www.klook.com/ko/activity/110657-busan-to-seoul-intercity-express-bus-tickets/,0
150563,서울: 한국 전통 막걸리 양조장 투어 & 시음 체험,푸드 투어 • 서울,HK$ 697,,서울,푸드 투어,5.0,이용후기 20건,100+ 명의 선택,https://www.klook.com/ko/activity/150563-seoul-korean-craft-makgeolli-brewery-tour-tasting-experience/,0
206532,명동 피트니스 101: 럭셔리 짐 일일 이용권 & 프로 개인 트레이닝,피트니스 • 서울,HK$ 167,,서울,피트니스,5.0,이용후기 4건,신규 액티비티,https://www.klook.com/ko/activity/206532-fitness-101-myeongdong-luxury-gym-day-pass-pro-personal-training/,0
158977,[서울] 쇼: 몰입형 태권도 공연 & 펍 나이트,이벤트 & 공연 • 서울,HK$ 95,HK$ 101,서울,이벤트 & 공연,5.0,이용후기 23건,200+ 명의 선택,https://www.klook.com/ko/activity/158977-show-s-immersive-taekwondo-performance-pub-night-in-seoul/,0
142527,"서울 수하물 배송 서비스: 서울역(KTX), 서울고속버스터미널, 김포공항, 호텔에서/호텔까지",여행 서비스 • 서울,HK$ 152,,서울,여행 서비스,4.4,이용후기 86건,2K+ 명의 선택,https://www.klook.com/ko/activity/142527-seoul-luggage-delivery-service/,0
